"","title","survived","age","pclass","sibsp","parch","family_size","child","sex","deck"
"355","Mrs","1","32","2","0","2","3","Adult","Female","C"
"554","Miss","1","16","2","0","0","0","Child","Female","A"
"818","Mr","0","37","2","0","0","0","Adult","Male","D"
"1096","Mr","0","21","3","0","0","0","Adult","Male","D"
"521","Mr","1","29","2","0","0","7","Adult","Male","B"
"1191","Mrs","1","24","3","1","0","2","Adult","Female","B"
"713","Mr","1","19","2","0","0","0","Adult","Male","B"
"366","Nobleman","1","1.1","2","0","1","2","Child","Male","D"
"296","Nobleman","0","3","2","0","0","0","Child","Male","E"
"782","Miss","0","60","2","0","0","3","Adult","Female","C"
"617","Dr","1","38","2","1","3","5","Adult","Male","D"
"108","Mr","1","38","1","0","0","0","Adult","Male","B"
"1127","Mr","0","62","3","0","0","0","Adult","Male","B"
"879","Rev","0","59","2","0","0","0","Adult","Female","D"
"215","Mrs","0","58","1","1","0","2","Adult","Female","B"
"959","Mr","0","39","3","0","0","0","Adult","Male","D"
"941","Mr","1","28","3","0","0","0","Adult","Male","B"
"789","Mrs","0","45","2","0","1","2","Adult","Female","D"
"434","Miss","0","35","2","0","0","0","Adult","Female","B"
"74","Mr","0","30","1","0","0","2","Adult","Male","B"
"588","Mrs","1","38","2","0","1","2","Adult","Female","A"
"1065","Mr","0","50","3","0","0","0","Adult","Male","B"
"1256","Mrs","0","21","3","0","2","3","Adult","Female","B"
"1254","Miss","1","9","3","5","1","7","Child","Female","B"
"705","Nobleman","0","6","2","2","2","5","Child","Male","D"
"502","Mrs","0","59","2","1","0","2","Adult","Female","B"
"942","Miss","0","24","3","0","0","4","Adult","Female","D"
"579","Mrs","0","60","2","0","1","2","Adult","Female","D"
"902","Nobleman","1","3","3","1","1","3","Child","Male","A"
"1224","Miss","0","34","3","0","0","0","Adult","Female","B"
"236","Mr","0","20","1","0","0","0","Adult","Male","B"
"153","Mrs","1","31","1","0","0","0","Adult","Female","B"
"1208","Mr","0","31","3","0","0","0","Adult","Male","D"
"584","Mr","1","30","2","1","0","2","Adult","Male","C"
"730","Mr","0","29","2","0","0","0","Adult","Male","D"
"103","Mr","1","49","1","0","0","0","Adult","Male","B"
"262","Mr","1","51","1","0","0","0","Adult","Male","A"
"29","Mrs","0","47","1","0","0","3","Adult","Female","B"
"324","Miss","0","9","2","0","1","2","Child","Female","R"
"433","Miss","1","12","2","0","0","3","Child","Female","D"
"921","Nobleman","0","0.4","3","1","2","4","Child","Male","A"
"98","Mrs","0","43","1","1","0","2","Adult","Female","D"
"632","Miss","1","31","2","0","0","0","Adult","Female","R"
"741","Mrs","1","38","2","1","3","6","Adult","Female","D"
"864","Miss","1","0.2","2","0","2","4","Child","Female","E"
"187","Miss","0","20","1","0","0","4","Adult","Female","D"
"1084","Mr","0","44","3","0","0","0","Adult","Male","D"
"562","Mr","0","31","2","0","0","0","Adult","Male","E"
"393","Mrs","0","21","2","1","1","3","Adult","Female","E"
"794","Nobleman","0","2.5","2","0","2","3","Child","Male","R"
"269","Mr","0","37","1","0","0","3","Adult","Male","B"
"452","Miss","0","1.1","2","0","2","3","Child","Female","R"
"581","Mrs","1","31","2","1","1","3","Adult","Female","E"
"485","Mr","1","35","2","0","0","0","Adult","Male","C"
"45","Mr","1","47","1","0","0","0","Adult","Male","B"
"13","Mr","0","48","1","1","0","2","Adult","Male","A"
"845","Miss","0","43","2","0","0","0","Adult","Female","D"
"523","Dr","1","43","2","0","0","0","Adult","Male","C"
"42","Mrs","1","49","1","0","1","3","Adult","Female","B"
"5","Noblewoman","1","42","1","0","2","5","Adult","Female","B"
"1017","Nobleman","0","0.83","3","1","2","4","Child","Male","D"
"318","Miss","0","34","2","0","0","0","Adult","Female","A"
"974","Mr","1","48","3","0","0","0","Adult","Male","B"
"805","Mrs","1","25","2","1","0","2","Adult","Female","C"
"563","Mr","0","33","2","0","0","0","Adult","Male","R"
"788","Mr","0","57","2","0","0","0","Adult","Male","D"
"685","Mrs","0","40","2","1","1","3","Adult","Female","D"
"580","Mr","1","31","2","1","1","3","Adult","Male","B"
"1114","Mr","1","22","3","0","0","0","Adult","Male","B"
"400","Miss","0","44","2","0","0","0","Adult","Female","B"
"482","Mrs","0","26","2","0","1","2","Adult","Female","A"
"251","Mr","0","43","1","0","0","0","Adult","Male","B"
"27","Mr","1","38","1","0","0","0","Adult","Male","E"
"184","Mr","1","48","1","0","0","0","Adult","Male","B"
"1159","Mr","0","50","3","0","0","0","Adult","Male","B"
"283","Mrs","1","24","1","0","2","3","Adult","Female","D"
"908","Mr","1","33","3","0","0","9","Adult","Male","D"
"279","Mr","0","32","1","0","0","0","Adult","Male","B"
"148","Mr","0","65","1","0","0","0","Adult","Male","B"
"256","Mr","0","49","1","0","0","0","Adult","Male","D"
"437","Mrs","1","39","2","0","0","0","Adult","Female","B"
"896","Mrs","0","27","3","1","0","2","Adult","Female","B"
"1244","Miss","1","30","3","0","0","0","Adult","Female","B"
"88","Mr","0","28","1","0","0","0","Adult","Male","D"
"922","Nobleman","0","4","3","1","2","4","Child","Male","D"
"95","Mr","0","43","1","0","0","2","Adult","Male","B"
"1051","Mr","0","36","3","0","0","0","Adult","Male","B"
"665","Miss","1","38","2","0","1","2","Adult","Female","B"
"1168","Nobleman","1","8","3","0","1","2","Child","Male","B"
"844","Miss","0","60","2","0","0","0","Adult","Female","B"
"426","Mrs","0","40","2","0","0","0","Adult","Female","D"
"530","Mrs","0","51","2","0","0","0","Adult","Female","B"
"522","Mrs","1","28","2","0","0","0","Adult","Female","C"
"438","Mr","1","47","2","0","0","0","Adult","Male","B"
"1031","Mr","0","36","3","0","0","0","Adult","Male","B"
"758","Mr","0","36","2","0","0","0","Adult","Male","B"
"491","Mr","0","28","2","1","1","3","Adult","Male","A"
"912","Mr","0","39","3","0","0","0","Adult","Male","B"
"511","Mrs","1","32","2","0","1","2","Adult","Female","B"
"84","Dr","1","49","1","1","0","2","Adult","Male","E"
"309","Miss","1","2","2","0","1","2","Child","Female","D"
"384","Mrs","1","30","2","1","0","2","Adult","Female","B"
"793","Mr","0","31","2","1","1","3","Adult","Male","E"
"458","Mr","0","51","2","0","0","0","Adult","Male","D"
"676","Mr","0","19","2","0","1","2","Adult","Male","D"
"195","Mrs","1","32","1","1","0","2","Adult","Female","B"
"1146","Mr","0","29","3","0","0","0","Adult","Male","E"
"303","Mr","0","31","2","1","2","4","Adult","Male","E"
"478","Mrs","0","38","2","0","0","0","Adult","Female","C"
"601","Mrs","0","63","2","0","1","2","Adult","Female","D"
"848","Mr","0","38","2","0","0","0","Adult","Male","B"
"784","Mr","1","33","2","0","0","0","Adult","Male","B"
"680","Miss","1","29","2","0","0","0","Adult","Female","B"
"449","Mr","0","49","2","0","0","0","Adult","Male","C"
"414","Nobleman","0","1.1","2","0","2","3","Child","Male","B"
"1217","Mr","1","21","3","0","1","2","Adult","Male","D"
"950","Mr","0","38","3","0","0","0","Adult","Male","E"
"716","Mr","1","24","2","1","1","3","Adult","Male","E"
"1062","Mr","0","65","3","0","0","0","Adult","Male","B"
"60","Mrs","0","42","1","0","0","2","Adult","Female","A"
"1156","Mr","0","25","3","0","0","0","Adult","Male","D"
"46","Mr","1","49","1","0","0","0","Adult","Male","B"
"542","Mr","1","31","2","0","0","0","Adult","Male","E"
"873","Miss","1","24","2","0","0","0","Adult","Female","E"
"457","Miss","0","0.45","2","1","1","4","Child","Female","E"
"12","Miss","0","27","1","0","0","2","Adult","Female","B"
"595","Mr","1","22","2","0","0","0","Adult","Male","B"
"61","Mr","0","44","1","1","6","8","Adult","Male","D"
"154","Mr","1","49","1","0","0","0","Adult","Male","B"
"287","Mr","0","30","1","0","0","0","Adult","Male","B"
"179","Mr","0","40","1","0","0","2","Adult","Male","A"
"47","Mr","0","43","1","0","0","0","Adult","Male","D"
"176","Mr","0","33","1","0","0","0","Adult","Male","B"
"1167","Mr","0","28","3","0","0","9","Adult","Male","B"
"44","Mr","1","40","1","0","0","0","Adult","Male","B"
"881","Mr","0","51","2","1","0","2","Adult","Male","A"
"898","Mr","0","37","3","0","0","0","Adult","Male","B"
"923","Mrs","0","28","3","2","1","4","Adult","Female","B"
"1145","Mr","0","45","3","0","0","0","Adult","Male","D"
"64","Nobleman","0","9","1","5","2","8","Child","Male","D"
"1155","Mr","1","44","3","0","0","0","Adult","Male","B"
"493","Mrs","0","27","2","1","1","3","Adult","Female","D"
"664","Miss","0","24","2","0","0","0","Adult","Female","B"
"1018","Nobleman","0","7","3","1","2","4","Child","Male","D"
"1036","Mr","1","24","3","0","0","0","Adult","Male","B"
"1008","Nobleman","1","7","3","2","2","5","Child","Male","B"
"136","Mr","0","48","1","0","0","4","Adult","Male","D"
"320","Miss","0","49","2","0","0","0","Adult","Female","R"
"90","Dr","0","28","1","0","0","2","Adult","Male","E"
"882","Miss","0","25","2","0","0","0","Adult","Female","B"
"729","Mr","1","28","2","0","0","7","Adult","Male","A"
"944","Mr","1","35","3","1","0","2","Adult","Male","D"
"1090","Nobleman","0","11","3","0","3","4","Child","Male","E"
"608","Mr","0","19","2","4","2","7","Adult","Male","D"
"26","Mr","0","50","1","0","0","0","Adult","Male","D"
"1030","Mr","1","26","3","0","0","0","Adult","Male","D"
"620","Miss","1","2","2","2","2","5","Child","Female","E"
"1266","Mr","0","27","3","0","0","0","Adult","Male","B"
"575","Mrs","0","42","2","1","0","2","Adult","Female","C"
"380","Miss","1","31","2","0","0","0","Adult","Female","C"
"514","Mrs","0","27","2","1","0","2","Adult","Female","D"
"804","Mr","1","26","2","1","0","2","Adult","Male","C"
"362","Mrs","1","33","2","1","0","2","Adult","Female","D"
"643","Mr","0","27","2","0","0","0","Adult","Male","D"
"43","Mr","1","26","1","0","0","0","Adult","Male","B"
"1157","Mr","1","34","3","0","0","0","Adult","Male","B"
"568","Mr","0","50","2","0","0","0","Adult","Male","B"
"533","Mr","0","24","2","0","0","0","Adult","Male","D"
"1025","Mr","0","26","3","0","0","0","Adult","Male","B"
"216","Mr","0","30","1","0","0","0","Adult","Male","E"
"1047","Mr","0","36","3","0","0","0","Adult","Male","D"
"368","Mr","0","39","2","1","2","5","Adult","Male","C"
"798","Mr","1","29","2","0","0","0","Adult","Male","B"
"766","Miss","0","32","2","0","0","0","Adult","Female","A"
"1079","Mr","0","29","3","0","0","0","Adult","Male","D"
"1038","Mr","1","35","3","1","0","2","Adult","Male","B"
"1231","Mr","0","28","3","0","0","0","Adult","Male","A"
"420","Mr","0","31","2","0","0","2","Adult","Male","A"
"219","Mr","0","55","1","0","0","0","Adult","Male","D"
"116","Dr","1","29","1","0","0","2","Adult","Male","E"
"911","Mr","0","33","3","0","0","0","Adult","Male","D"
"399","Mrs","0","28","2","0","0","0","Adult","Female","D"
"571","Mr","1","32","2","0","0","0","Adult","Male","C"
"1106","Mrs","0","50","3","0","1","2","Adult","Female","A"
"675","Mrs","1","30","2","0","0","0","Adult","Female","A"
"203","Mrs","1","34","1","1","3","8","Adult","Female","E"
"700","Nobleman","0","10","2","3","1","7","Child","Male","B"
"250","Mr","0","52","1","0","0","0","Adult","Male","B"
"1206","Mr","1","23","3","0","0","9","Adult","Male","D"
"876","Mrs","1","46","2","0","0","0","Adult","Female","B"
"209","Mr","1","25","1","0","0","0","Adult","Male","D"
"1193","Miss","0","24","3","0","0","3","Adult","Female","C"
"183","Mr","0","44","1","0","0","0","Adult","Male","B"
"196","Mr","1","42","1","0","0","2","Adult","Male","A"
"1204","Mr","1","29","3","0","0","0","Adult","Male","B"
"836","Miss","0","50","2","0","0","0","Adult","Female","B"
"24","Mr","0","33","1","0","0","0","Adult","Male","E"
"813","Nobleman","1","14","2","0","1","2","Child","Male","D"
"317","Miss","0","15","2","0","2","3","Child","Female","B"
"430","Nobleman","1","0.6","2","0","1","2","Child","Male","D"
"849","Mr","0","21","2","0","0","0","Adult","Male","D"
"446","Mr","1","36","2","0","0","0","Adult","Male","B"
"96","Mr","1","28","1","0","0","0","Adult","Male","E"
"286","Mr","1","54","1","0","0","0","Adult","Male","C"
"427","Mr","0","29","2","1","1","3","Adult","Male","B"
"877","Miss","0","24","2","0","0","0","Adult","Female","A"
"761","Mr","1","50","2","0","0","0","Adult","Male","B"
"72","Miss","1","22","1","0","0","5","Adult","Female","B"
"998","Mr","0","29","3","1","0","2","Adult","Male","A"
"79","Mr","0","43","1","1","0","2","Adult","Male","B"
"1066","Miss","0","19","3","0","0","0","Adult","Female","B"
"462","Mrs","1","30","2","0","0","2","Adult","Female","C"
"621","Miss","1","6","2","2","2","5","Child","Female","D"
"1093","Nobleman","0","0.83","3","0","1","2","Child","Male","D"
"1240","Mr","0","40","3","1","1","3","Adult","Male","B"
"874","Mrs","0","55","2","0","0","0","Adult","Female","E"
"264","Mr","1","56","1","0","0","0","Adult","Male","D"
"270","Mr","1","44","1","0","0","0","Adult","Male","B"
"191","Mr","0","34","1","0","0","0","Adult","Male","A"
"1095","Mr","0","23","3","0","0","0","Adult","Male","B"
"1216","Mrs","1","19","3","0","1","2","Adult","Female","C"
"963","Mr","0","40","3","2","2","5","Adult","Male","D"
"388","Mr","0","45","2","0","0","0","Adult","Male","A"
"301","Mr","1","20","2","0","0","0","Adult","Male","B"
"1262","Mr","0","27","3","0","0","0","Adult","Male","D"
"704","Nobleman","0","0.5","2","2","2","5","Child","Male","B"
"1009","Mrs","0","36","3","1","3","5","Adult","Female","B"
"951","Miss","0","45","3","0","0","0","Adult","Female","D"
"1170","Mr","1","29","3","0","0","0","Adult","Male","E"
"503","Miss","1","25","2","0","0","0","Adult","Female","E"
"1229","Mr","0","25","3","0","0","0","Adult","Male","E"
"376","Mr","0","46","2","0","0","0","Adult","Male","B"
"590","Mr","0","39","2","1","0","2","Adult","Male","E"
"1043","Mr","1","47","3","3","1","6","Adult","Male","D"
"677","Nobleman","1","16","2","0","0","0","Child","Male","B"
"225","Miss","0","24","1","0","0","2","Adult","Female","D"
"1141","Mr","0","35","3","0","0","9","Adult","Male","B"
"667","Mr","1","24","2","2","3","4","Adult","Male","B"
"884","Mrs","0","56","2","0","0","0","Adult","Female","D"
"1152","Mr","0","40","3","0","0","0","Adult","Male","B"
"1151","Mr","1","16","3","0","0","0","Child","Male","D"
"1103","Mr","1","34","3","0","0","0","Adult","Male","B"
"772","Mr","0","34","2","0","0","0","Adult","Male","B"
"323","Mrs","1","39","2","0","1","2","Adult","Female","C"
"182","Mr","1","29","1","0","0","0","Adult","Male","E"
"369","Nobleman","0","0.5","2","1","2","5","Child","Male","R"
"684","Mr","0","41","2","1","1","3","Adult","Male","B"
"36","Mr","0","34","1","0","0","0","Adult","Male","D"
"751","Mr","0","41","2","0","0","2","Adult","Male","B"
"483","Miss","0","3","2","0","1","2","Child","Female","B"
"712","Miss","1","28","2","0","0","0","Adult","Female","B"
"348","Miss","0","8","2","1","2","4","Child","Female","D"
"642","Miss","0","21","2","0","0","0","Adult","Female","B"
"860","Mr","1","25","2","0","0","0","Adult","Male","C"
"364","Mrs","0","62","2","0","1","2","Adult","Female","E"
"119","Miss","1","25","1","0","0","3","Adult","Female","B"
"284","Mr","0","56","1","0","0","2","Adult","Male","A"
"815","Mr","0","33","2","1","0","2","Adult","Male","C"
"1089","Mr","0","30","3","0","0","0","Adult","Male","B"
"702","Mr","0","25","2","1","3","5","Adult","Male","E"
"1046","Mr","0","27","3","0","0","0","Adult","Male","B"
"1218","Mr","0","32","3","0","0","0","Adult","Male","E"
"1028","Mr","0","28","3","0","0","0","Adult","Male","B"
"83","Mr","0","44","1","0","0","0","Adult","Male","D"
"1129","Mr","1","31","3","0","0","0","Adult","Male","B"
"917","Mr","1","30","3","0","0","0","Adult","Male","A"
"838","Dr","1","28","2","0","0","0","Adult","Male","B"
"777","Mr","0","31","2","0","0","0","Adult","Male","D"
"1138","Mr","0","27","3","0","0","0","Adult","Male","B"
"961","Nobleman","0","0.4","3","0","1","2","Child","Male","D"
"180","Mrs","1","76","1","0","0","2","Adult","Female","B"
"925","Miss","1","30","3","0","0","0","Adult","Female","D"
"1234","Miss","0","22","3","0","0","0","Adult","Female","D"
"582","Miss","1","5","2","0","2","3","Child","Female","B"
"558","Mrs","0","32","2","0","1","2","Adult","Female","R"
"547","Mr","0","49","2","0","0","0","Adult","Male","D"
"609","Mr","0","21","2","4","2","7","Adult","Male","D"
"614","Miss","1","16","2","4","2","7","Child","Female","D"
"991","Mr","0","34","3","0","0","0","Adult","Male","R"
"640","Mr","1","24","2","0","0","0","Adult","Male","B"
"127","Mrs","1","32","1","1","0","2","Adult","Female","A"
"561","Mrs","0","59","2","0","0","0","Adult","Female","E"
"140","Nobleman","0","39","1","0","0","3","Adult","Male","D"
"310","Mrs","0","30","2","0","0","0","Adult","Female","B"
"1054","Mr","1","27","3","0","0","0","Adult","Male","B"
"535","Mrs","0","27","2","0","0","0","Adult","Female","D"
"1023","Mr","0","26","3","0","0","0","Adult","Male","B"
"602","Mrs","0","38","2","0","0","0","Adult","Female","E"
"717","Nobleman","0","0.2","2","0","2","3","Child","Male","D"
"322","Mr","0","39","2","0","0","0","Adult","Male","B"
"247","Mr","0","36","1","0","0","2","Adult","Male","B"
"823","Mr","1","44","2","0","1","2","Adult","Male","A"
"474","Mrs","0","29","2","1","2","4","Adult","Female","B"
"173","Mr","0","45","1","0","0","0","Adult","Male","D"
"880","Mrs","1","49","2","1","0","2","Adult","Female","D"
"416","Miss","0","36","2","0","0","2","Adult","Female","B"
"955","Miss","0","37","3","0","0","0","Adult","Female","E"
"492","Nobleman","0","1.5","2","0","2","3","Child","Male","C"
"652","Mr","1","26","2","0","0","0","Adult","Male","D"
"1029","Mr","0","70","3","0","0","0","Adult","Male","B"
"509","Mrs","0","40","2","0","0","0","Adult","Female","B"
"763","Mr","0","39","2","0","0","0","Adult","Male","B"
"1026","Mr","1","37","3","0","0","0","Adult","Male","B"
"1184","Mr","0","21","3","1","0","2","Adult","Male","D"
"141","Military","1","22","1","0","1","3","Adult","Male","A"
"500","Mr","1","32","2","0","0","0","Adult","Male","C"
"517","Mrs","0","26","2","0","0","0","Adult","Female","E"
"243","Mr","1","26","1","0","0","2","Adult","Male","B"
"381","Mrs","1","33","2","1","0","2","Adult","Female","E"
"918","Mr","1","25","3","1","0","2","Adult","Male","B"
"4","Mrs","1","46","1","1","0","2","Adult","Female","B"
"672","Mr","0","58","2","0","2","3","Adult","Male","B"
"986","Mr","1","31","3","0","0","0","Adult","Male","B"
"952","Miss","0","28","3","0","0","0","Adult","Female","B"
"977","Mr","1","31","3","1","2","4","Adult","Male","D"
"811","Mr","1","31","2","0","0","0","Adult","Male","B"
"858","Mr","0","31","2","0","0","0","Adult","Male","D"
"1148","Mr","1","23","3","0","0","0","Adult","Male","A"
"508","Mr","0","37","2","0","0","0","Adult","Male","D"
"919","Mrs","0","20","3","1","0","2","Adult","Female","D"
"1176","Mr","1","53","3","1","1","3","Adult","Male","E"
"586","Mrs","0","24","2","0","1","2","Adult","Female","B"
"1027","Mr","1","27","3","0","0","0","Adult","Male","C"
"928","Mr","1","30","3","0","0","0","Adult","Male","B"
"82","Mr","0","46","1","0","0","0","Adult","Male","B"
"801","Miss","0","3","2","0","2","3","Child","Female","B"
