survived,pclass,sex,age,sibsp,parch,title,deck,family_size,child
0,2,1,21,0,0,Miss,B,0,adult
1,2,0,25,0,0,Mr,F,0,adult
0,2,1,62,0,1,Mrs,E,2,adult
1,1,1,25,0,0,Miss,B,3,adult
0,1,0,56,0,0,Mr,A,2,adult
0,2,0,33,1,0,Mr,C,2,adult
0,3,0,30,0,0,Mr,B,0,adult
0,2,0,25,1,3,Mr,E,5,adult
0,3,0,27,0,0,Mr,B,0,adult
0,3,0,32,0,0,Mr,E,0,adult
0,3,0,28,0,0,Mr,B,0,adult
0,1,0,44,0,0,Mr,D,0,adult
1,3,0,31,0,0,Mr,B,0,adult
1,3,0,30,0,0,Mr,A,0,adult
1,2,0,28,0,0,Dr,B,0,adult
0,2,0,31,0,0,Mr,D,0,adult
0,3,0,27,0,0,Mr,B,0,adult
0,3,0,0.4,0,1,Nobleman,D,2,child
1,1,1,76,0,0,Mrs,F,2,adult
1,3,1,30,0,0,Miss,D,0,adult
0,3,1,22,0,0,Miss,D,0,adult
1,2,1,5,0,2,Miss,B,3,child
0,2,1,32,0,1,Mrs,T,2,adult
0,2,0,49,0,0,Mr,D,0,adult
0,2,0,21,4,2,Mr,D,7,adult
1,2,1,16,4,2,Miss,D,7,child
0,3,0,34,0,0,Mr,T,0,adult
1,2,0,24,0,0,Mr,B,0,adult
1,1,1,32,1,0,Mrs,A,2,adult
0,2,1,59,0,0,Mrs,E,0,adult
0,1,0,39,0,0,Nobleman,D,3,adult
0,2,1,30,0,0,Mrs,B,0,adult
1,3,0,27,0,0,Mr,B,0,adult
0,2,1,27,0,0,Mrs,D,0,adult
0,3,0,26,0,0,Mr,B,0,adult
0,2,1,38,0,0,Mrs,E,0,adult
0,2,0,0.2,0,2,Nobleman,D,3,child
0,2,0,39,0,0,Mr,B,0,adult
0,1,0,36,0,0,Mr,B,2,adult
1,2,0,44,0,1,Mr,A,2,adult
0,2,1,29,1,2,Mrs,B,4,adult
0,1,0,45,0,0,Mr,D,0,adult
1,2,1,49,1,0,Mrs,D,2,adult
0,2,1,36,0,0,Miss,B,2,adult
0,3,1,37,0,0,Miss,E,0,adult
0,2,0,1.5,0,2,Nobleman,C,3,child
1,2,0,26,0,0,Mr,D,0,adult
0,3,0,70,0,0,Mr,B,0,adult
0,2,1,40,0,0,Mrs,B,0,adult
0,2,0,39,0,0,Mr,B,0,adult
1,3,0,37,0,0,Mr,B,0,adult
0,3,0,21,1,0,Mr,D,2,adult
1,1,0,22,0,1,Military,A,3,adult
1,2,0,32,0,0,Mr,C,0,adult
0,2,1,26,0,0,Mrs,E,0,adult
1,1,0,26,0,0,Mr,B,2,adult
1,2,1,33,1,0,Mrs,E,2,adult
1,3,0,25,1,0,Mr,B,2,adult
1,1,1,46,1,0,Mrs,B,2,adult
0,2,0,58,0,2,Mr,B,3,adult
1,3,0,31,0,0,Mr,B,0,adult
0,3,1,28,0,0,Miss,B,0,adult
1,3,0,31,1,2,Mr,D,4,adult
1,2,0,31,0,0,Mr,B,0,adult
0,2,0,31,0,0,Mr,D,0,adult
1,3,0,23,0,0,Mr,F,0,adult
0,2,0,37,0,0,Mr,D,0,adult
0,3,1,20,1,0,Mrs,F,2,adult
1,3,0,53,1,1,Mr,E,3,adult
0,2,1,24,0,1,Mrs,B,2,adult
1,3,0,27,0,0,Mr,C,0,adult
1,3,0,30,0,0,Mr,F,0,adult
0,1,0,46,0,0,Mr,F,0,adult
0,2,1,3,0,2,Miss,T,3,child
